"","Cluster 1","Cluster 2","Cluster 3","Cluster 4"
"1",0.12748085133775,0.37285675018626,0.354534625814607,0.145127772661384
"2",0.190826425911545,0.247575857385242,0.267684096629975,0.293913620073238
"3",0.139302058501548,0.329839052256643,0.352166242838348,0.17869264640346
"4",0.167664498416391,0.295482633888857,0.304293440905441,0.232559426789311
"5",0.116279918108733,0.402097725964354,0.359327952059569,0.122294403867345
"6",0.128477626472504,0.346665502234097,0.377305590289661,0.147551281003738
"7",0.150994984964974,0.328679751604532,0.354158983007788,0.166166280422706
"8",0.15289259644023,0.391865389658262,0.329011996798452,0.126230017103057
"9",0.117085292390608,0.369427990448146,0.398317616750473,0.115169100410774
"10",0.169143464909826,0.344097714599008,0.337700169321344,0.149058651169823
"11",0.149681540247088,0.312677573757524,0.362944769137367,0.174696116858021
"12",0.0970161502958812,0.378372940520543,0.425599578890016,0.0990113302935604
"13",0.131235831921329,0.337452100728029,0.390004273562888,0.141307793787754
"14",0.141675114820282,0.331946175272792,0.385110097375046,0.141268612531879
"15",0.155868654323489,0.304884335486328,0.35874473452862,0.180502275661563
"16",0.161766006029923,0.317443007497845,0.359915159365738,0.160875827106494
"17",0.190674072941379,0.325949654585581,0.33350623501151,0.14987003746153
"18",0.109563770311996,0.442967621031888,0.349819131802854,0.0976494768532624
"19",0.108277572206544,0.454296857741463,0.345067975036782,0.0923575950152118
"20",0.131865370783756,0.407213135703662,0.339223431517118,0.121698061995464
"21",0.0896518829636822,0.424762789401483,0.383143217677314,0.102442109957521
"22",0.114683909872849,0.385972022269038,0.380739070993337,0.118604996864776
"23",0.100201719052146,0.436563833668251,0.3634995179825,0.0997349292971023
"24",0.0935745260449675,0.457034487106463,0.360324719531779,0.0890662673167902
"25",0.0817062960796059,0.436285142939101,0.393270841794902,0.0887377191863902
"26",0.146280964703237,0.365248736981768,0.355639234706531,0.132831063608465
"27",0.0783212514531752,0.484167647515413,0.362888798564232,0.0746223024671797
"28",0.0603788790311878,0.510406618092437,0.370439495321251,0.0587750075551233
"29",0.106513012363444,0.447459117250631,0.35119292690412,0.0948349434818045
"30",0.2686768043574,0.297338984681961,0.272904792627381,0.161079418333258
"31",0.0802919630747818,0.500773208273846,0.351754002219696,0.0671808264316761
"32",0.206427115928628,0.160505995245063,0.182415540771929,0.45065134805438
"33",0.212448645034516,0.120307668732914,0.135115722258211,0.53212796397436
"34",0.447788504123657,0.125952527826173,0.133159221893796,0.293099746156375
"35",0.543650857861447,0.0824417266264575,0.087481031816696,0.286426383695399
"36",0.253471254673971,0.131125362603257,0.145046387256379,0.470356995466393
"37",0.255831540339887,0.109312856316594,0.119672684414397,0.515182918929122
"38",0.190542773086144,0.232904525776758,0.256468670305562,0.320084030831536
"39",0.227491672843595,0.182067764594796,0.201989007219925,0.388451555341684
"40",0.248905645372168,0.156197936968917,0.170634821234919,0.424261596423996
"41",0.508616291146858,0.0716489550456384,0.0769961498187207,0.342738603988783
"42",0.274703839451316,0.0983353745888703,0.108566962206866,0.518393823752947
"43",0.478167572527366,0.111250158641704,0.117448215051687,0.293134053779244
"44",0.241503365916868,0.130322474726591,0.142647914496132,0.48552624486041
"45",0.367837707512165,0.0885898343681173,0.0960553497095618,0.447517108410156
"46",0.240460792876462,0.0882694004118156,0.0984217199649609,0.572848086746761
"47",0.350166865961758,0.0821269783196253,0.0888445967712056,0.478861558947411
"48",0.214343010246722,0.191089553595518,0.218689285944993,0.375878150212768
"49",0.578457192098225,0.100123302386652,0.104214420322418,0.217205085192705
"50",0.61432432569279,0.0845228871839836,0.0878155519290433,0.213337235194183
"51",0.648625579133015,0.0715874955795776,0.0753285558706208,0.204458369416786
"52",0.537284400138672,0.07770708453624,0.0825849485627685,0.302423566762319
"53",0.593837039297144,0.085503841223967,0.0905012599334979,0.230157859545391
"54",0.46273893138479,0.0707506430766818,0.0780269685495247,0.388483456989003
"55",0.44658284831627,0.107052807690502,0.112808200207225,0.333556143786004
"56",0.56511657824587,0.10157640778891,0.106247134674831,0.227059879290389
"57",0.547308507791707,0.103859303310738,0.108320524531447,0.240511664366108
"58",0.429489461369404,0.101524578805966,0.10846343584346,0.36052252398117
"59",0.490850288736959,0.0924463780611626,0.099650533615593,0.317052799586286
"60",0.263740911686721,0.144089074582632,0.159247946806849,0.432922066923798
"61",0.271152853621331,0.134401236152068,0.148293124244259,0.446152785982342
"62",0.441178273911679,0.111419856749459,0.120042841866301,0.327359027472561
"63",0.391056270926867,0.115434795901465,0.13001114635456,0.363497786817108
"64",0.390203115303972,0.127220417277028,0.140291134771647,0.342285332647352
"65",0.694492292998014,0.0589537565281015,0.0626667708992834,0.183887179574601
"66",0.698433144580985,0.0658741531147785,0.0692520818275037,0.166440620476733
"67",0.525044220155178,0.134588813304872,0.137268255414036,0.203098711125915
"68",0.235283288499945,0.304551166292949,0.290262033608812,0.169903511598294
"69",0.371031152714895,0.14653324747111,0.157237908268009,0.325197691545986
"70",0.375983341526398,0.200195999242192,0.204122139937836,0.219698519293574
"71",0.433371515406431,0.0706571220566428,0.0767080039641852,0.419263358572741
"72",0.534815852764032,0.133115997536612,0.134085782331125,0.197982367368232
"73",0.506836956850828,0.150097967221218,0.150288958355119,0.192776117572834
"74",0.359146918880444,0.169545399085198,0.180246660159726,0.291061021874632
